,pct_missing,nobs,r2,r2_adj,bic,r2_pred,mse_pred,mape_pred,const_ci_rng,const_estimate,const_in_target,const_true_beta,x1_ci_rng,x1_estimate,x1_in_target,x1_true_beta,x1:x2_ci_rng,x1:x2_estimate,x1:x2_in_target,x1:x2_true_beta,x2_ci_rng,x2_estimate,x2_in_target,x2_true_beta,action_type,beta_sigma,sample_size,beta_x2/beta_x1,beta_x1:x2/beta_x1,_beta_sigma,_sample_size,_beta_x2/beta_x1,_beta_x1:x2/beta_x1
6,0.6000000000000001,100.0,0.7637303498954552,0.7563469233296882,436.5294096869065,0.8682894024138412,1.3226060865308003,6.063467217048889,2.7139918250425126,12.614493174093793,0,10,4.8279852059809585,5.8630139572436875,0,10,6.154942478151398,15.420861205288467,0,5,4.031680225573494,-4.848581589045016,0,1.0,mean,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
7,0.7000000000000001,100.0,0.7136139934130077,0.7046644307071641,455.7660933118901,0.8606838461230131,1.3989792503160587,5.95232195638687,3.59801159964508,14.181103433888872,0,10,6.223694069774934,2.416292016090269,0,10,6.102502705928693,18.814907268438468,0,5,4.252441402712339,-6.381000696288703,0,1.0,mean,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
0,0.0,20.0,0.6297250736317891,0.5602985249377496,111.39328204295283,0.3294199696823742,9.523129981214375,17.412015505842422,13.782117589297602,5.285028775965687,1,10,26.724390266241656,19.4899747877934,1,10,43.36282591743124,-6.1134691823940415,1,5,23.949618017754823,5.956914298684769,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
1,0.1,20.0,0.6694501961091412,0.6074721078796053,109.123513373795,0.24066866106152351,10.783516825121582,18.281106197150283,12.688115165697091,4.816839121903247,1,10,24.585354340763484,20.610093834657498,1,10,39.576126425643515,-6.929793041923748,1,5,22.305815908500826,6.609716906772038,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
2,0.2,20.0,0.627506721942072,0.5576642323062105,111.51274640732763,0.19330476255785511,11.456147296467165,18.858202068463655,13.374036630142477,5.692666394395085,1,10,26.67398979636249,19.297732708672925,1,10,38.2028161557914,-1.1816906102296514,1,5,21.394924963646446,2.953600236456177,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
3,0.30000000000000004,20.0,0.6000609999041266,0.5250724373861504,112.93460727820113,0.35760280089426755,9.122896224264647,17.266197268637782,13.970615550848322,6.170551179919425,1,10,25.7644711987542,16.824096814759553,1,10,39.919298515416116,-0.09598481738654385,1,5,23.43878755645055,3.7015514789916892,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
4,0.4,20.0,0.5299957888885166,0.4418699993051135,116.16319965334588,0.2794660033394135,10.23254286715417,16.585179957226234,15.02331254614225,7.899402039655037,1,10,32.91584403706348,15.791080206338158,1,10,48.64006298932769,0.7652962691152521,1,5,25.74155633254334,1.9338666789056966,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
5,0.5,20.0,0.4494825751967443,0.34626055804613387,119.32553873077515,0.28397878217515937,10.168455394389845,19.600262365813954,25.913809066288042,20.747274048941954,1,10,46.09641005132282,-11.870885915836915,1,10,38.27567762024941,26.135086623724064,0,5,25.72176099915471,-10.0117323476878,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
6,0.6000000000000001,20.0,0.4084907030075027,0.29758270982140944,120.76191458281693,0.6475874436086007,5.004727891967951,13.443152327004732,15.649740554563808,14.256749756455681,1,10,28.4931920492466,0.1791662893907806,1,10,37.38360624664362,19.84415889309901,1,5,23.87641435711032,-6.122596872610863,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
7,0.7000000000000001,20.0,0.4784242561069706,0.3806288041270276,118.24545668900456,0.25101840957326105,10.63653660517159,17.038403586272263,16.79842358547208,9.081018709748248,1,10,37.222899140570966,12.861434450955201,1,10,45.50383706666433,7.884540496510827,1,5,25.14025745517212,-1.1241526206384713,1,1.0,mean,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
0,0.0,50.0,0.5690853740290123,0.5409822462482956,253.74380734291097,0.5509291841612456,12.849516041277996,17.72600368757349,6.469272127008139,12.374469619795171,1,10,12.41738910150269,5.665412224859783,1,10,22.10976712930615,8.369915353932969,1,5,12.54611857954908,-2.0346451087496984,1,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
1,0.1,50.0,0.5385165607748184,0.5084198147383934,257.1706164299744,0.3485372730214372,18.64066972370673,20.43274189613528,6.538277737877298,15.400471119698315,0,10,11.89433820911817,-0.9489484556944436,0,10,20.265814545661748,18.666948603321476,0,5,11.965001992239284,-6.955240051400159,0,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
2,0.2,50.0,0.5495940251777736,0.5202197224719762,255.95577511490984,0.49446236988313885,14.46523278410665,18.546004504535603,6.133938338381819,13.509112798828236,0,10,12.019948440566647,3.3208019101230075,0,10,20.03489996315313,12.58613476889428,1,5,11.500063391691192,-4.175797461515776,1,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
3,0.30000000000000004,50.0,0.5758730143710451,0.5482125587865481,252.94995323849932,0.5323664075528054,13.380663217598752,17.335792774345084,5.8065914102953045,12.472899892615114,1,10,9.388800730500424,4.758900745559022,0,10,13.269631915459827,13.010328098113604,0,5,9.56496995945831,-3.8945346337565505,0,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
4,0.4,50.0,0.537539752227803,0.5073793012861381,257.2763381232649,0.3743476277920399,17.902143513677935,20.08241576362,6.6057265308077575,15.057267687543515,0,10,10.99217671261727,-0.20758371400743858,0,10,14.636610630457062,17.481447660673037,0,5,10.178251920494898,-6.3975814815009215,0,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
5,0.5,50.0,0.5648776602691699,0.5365001163736809,254.22966961390293,0.5412527231134492,13.126394068241805,17.51100325358624,5.901532183458592,12.847194087787665,1,10,10.931374061456241,4.62104762222165,1,10,13.090704793314035,13.91217555566938,0,5,9.024189602980217,-4.919130404263108,0,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
6,0.6000000000000001,50.0,0.5450070920002256,0.5153336414785011,256.46239959927027,0.46422125405039805,15.330538854538256,18.425165820347264,8.006793227261598,13.363614426969155,1,10,12.114059680055526,2.6247095276690517,0,10,13.145051709458059,15.607781107433002,0,5,9.912613258559691,-5.2308673513835995,0,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
7,0.7000000000000001,50.0,0.5555396270378149,0.5265530809750636,255.29135306290658,0.5094514511374442,14.036341764632402,18.037378979873694,5.6977278056412946,13.351171567328642,0,10,10.237853869808674,3.4765997543239493,0,10,11.431070338498472,15.738567053813245,0,5,8.67672985593842,-5.713332946904457,0,1.0,mean,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
0,0.0,100.0,0.6582312697992803,0.6475509969805078,516.2221697603803,0.5255308743839894,11.14638891404963,15.182253647590066,4.496204826457754,7.574252392550556,0,10,7.893026090525743,10.368173390115558,1,10,13.530571411883031,3.8547922745236036,1,5,7.509512089143601,5.219652626818809,0,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
1,0.1,100.0,0.6289980836510085,0.6174042737651025,524.4294644724664,0.495830701575804,11.844115402585022,15.34775877320178,4.596701795172894,8.509380665503464,1,10,7.6737119138814265,8.083288013259306,1,10,12.21239035050657,8.7434787197921,1,5,7.1109010429566535,2.95737243575304,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
2,0.2,100.0,0.6000526406470621,0.5875542856672828,531.9420353599481,0.5014597453753558,11.711876004873814,15.289179235072098,4.559044362602187,9.701801377864907,1,10,7.8561564031263575,6.026538827842038,0,10,12.375001288894504,11.579822447749581,0,5,7.285176174480668,1.62000589122017,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
3,0.30000000000000004,100.0,0.6032783463719382,0.5908807946960613,531.13223271914,0.45324736724907544,12.844497471800738,15.762894292935398,4.962811758443614,9.182001064519728,1,10,7.552719524751227,6.055233754938883,0,10,10.799180928359764,12.861567642717977,0,5,6.992074359981432,1.4415988545469993,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
4,0.4,100.0,0.5728982970259534,0.5595513688080145,538.5109581904702,0.452469413259191,12.86277342962461,15.732989131732076,4.371608322068148,11.18679728356689,1,10,7.466370232844104,3.0216483720187286,0,10,9.935932424911911,16.62068313114984,0,5,6.2406994617949625,-1.0010876590159876,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
5,0.5,100.0,0.5904186612996214,0.5776192444652346,534.3222929643296,0.4780317414763392,12.262254583457343,15.604312439534995,4.310838621516336,10.332703452564957,1,10,7.320621606781588,4.807951129381187,0,10,8.658063711138482,16.338850877123708,0,5,5.832838155636688,-0.8743993220913813,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
6,0.6000000000000001,100.0,0.5796066391858687,0.5664693466604271,536.9278263102616,0.4732614871117906,12.374319009772055,15.583024483345412,4.541307839437028,10.692640895464091,1,10,7.99129236058136,4.1028444428984505,0,10,8.882189470581357,16.81934074641114,0,5,5.936181420901585,-1.078092986300446,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
7,0.7000000000000001,100.0,0.581524474651863,0.5684471144847336,536.4705823144451,0.5135830775913495,11.427070590742282,15.260274641517817,4.492711630070062,10.620306167269,1,10,9.09156438033908,4.918842220764659,0,10,9.19595126352693,16.36501970607984,0,5,5.930385933105728,-1.0145631898306569,1,1.0,mean,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
0,0.0,20.0,0.8984073676832998,0.8793587491239184,71.97676049549521,0.634420407905895,1.5604435934341137,6.614501550068555,4.231614061620547,9.349189198750805,1,10,9.664249781926614,8.874820888797554,1,10,17.96143269431431,7.317813852004086,1,5,7.515388269523381,1.4740158847431726,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
1,0.1,20.0,0.8985204134428542,0.8794929909633893,71.95449338838256,0.6760816638581701,1.3826162711463525,6.0575012208420445,4.032565930055391,9.564543692317239,1,10,9.51488341461765,8.747653337495029,1,10,18.773517041990726,6.439135228398399,1,5,7.3626233463455435,1.289540462508687,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
2,0.2,20.0,0.8911226240001657,0.8707081160001968,73.36178533904999,0.6661065338908201,1.4251942158342974,6.273909822905085,4.300690722082852,9.556736717569041,1,10,10.18882071640098,8.689368426530546,1,10,18.548309447574198,7.911848085501759,1,5,7.514856782346394,0.9656827579152907,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
3,0.30000000000000004,20.0,0.9370076034087804,0.9251965290479267,62.41762077815019,0.7418495250346749,1.1018920736087519,5.533872525200039,2.939345955489074,9.412813038919527,1,10,6.722478833078327,9.279636062030136,1,10,11.985453335067923,8.278338790947075,1,5,4.730604092896945,-0.13957733365229075,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
4,0.4,20.0,0.8799162386734936,0.8574005334247736,75.32113038335193,0.656731334069848,1.4652114126750735,6.25668105407051,4.314942651920554,9.941354593708354,1,10,10.41177206947863,7.904633341473836,1,10,18.78683806801638,9.413260375826972,1,5,7.213974996885096,-0.09081563807500714,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
5,0.5,20.0,0.9665481178655789,0.9602758899653749,49.759501218336766,0.8993445580535256,0.4296386968155053,3.2060151462499396,2.0560464346279304,9.30982247381352,1,10,6.028119066542853,12.60749582810343,1,10,10.846326159694835,1.6567736569116662,1,5,3.698107831607981,1.1367281955105542,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
6,0.6000000000000001,20.0,0.9718907633415966,0.966620281468146,46.27930475719951,0.6882333452322433,1.330747912628287,5.276371473152895,1.6288532911025442,10.075238018670909,1,10,3.8143781864696393,8.843034433122167,1,10,8.871803123469476,4.222921845723064,1,5,3.127544562579228,0.13787950057623632,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
7,0.7000000000000001,20.0,0.9848673383373716,0.9820299642756288,33.894448813903985,0.8819056922364367,0.5040749263795146,3.3572507542266607,1.0916301602533451,10.516853203691724,1,10,3.1476021671214482,10.318614604852602,1,10,6.850816605918709,2.257184476028513,1,5,2.283601688325808,0.20666248137468735,1,1.0,invert,0.1,20,0.1,0.5,0.0,0.0,0.0,0.7142857142857142
0,0.0,50.0,0.9340801344621322,0.9297810127966191,164.92625243970787,0.9282288293940326,0.9795439537788702,3.879790662257003,2.0843338418716932,10.27990440192671,1,10,3.5234265874524233,9.04007125623813,1,10,6.3884425772381945,6.256081200014133,1,5,3.695547015516608,1.101297196930017,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
1,0.1,50.0,0.9366433914638949,0.9325114387332794,162.94322110768937,0.9262351748285652,1.0067536573275098,3.8072562292642576,2.0209639010922444,10.315397575369406,1,10,3.397374659405081,8.965462076580717,1,10,6.127086448111568,6.576582239718106,1,5,3.5228059924186477,0.7651253375785027,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
2,0.2,50.0,0.9575750965009504,0.9548082549684037,142.89103697327866,0.9387524368009391,0.8359161444461808,3.6880433430372137,1.5961336640292636,10.275151021453544,1,10,2.756348378244226,9.468474637136497,1,10,5.002234190042222,5.758488546644853,1,5,2.819290325299405,0.836191603916348,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
3,0.30000000000000004,50.0,0.9291370051965376,0.9245155055354423,168.541678259201,0.8961642500013414,1.4171662554549946,4.695870938807745,1.9327716520969567,11.047611501874464,0,10,3.39946705510845,8.275212193966215,0,10,7.048887550749704,5.247802376508943,1,5,3.621271713865699,0.22486959106104432,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
4,0.4,50.0,0.9655952685240838,0.963351481688698,132.4139650399123,0.9429653988268303,0.7784169919993267,3.8438408202445173,1.342021067769501,10.648711560324461,1,10,2.5144950885695394,9.807399513609955,1,10,4.5740128623553495,5.1130718322236905,1,5,2.3965322635889987,0.07866749708014886,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
5,0.5,50.0,0.9597744793098576,0.9571510757865874,140.22934201041303,0.9442692948561733,0.7606212188342034,3.7401941671822287,1.3549715294344828,11.16753571718435,0,10,2.5693775124451292,9.120620089493357,1,10,4.940729155110688,5.369692040980713,1,5,2.5909952069401188,-0.01092828003373203,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
6,0.6000000000000001,50.0,0.9496741472861908,0.9463920264570294,151.43020592470478,0.9324440656013997,0.9220137629541323,4.300625939848716,1.7498356517306064,10.331146263451199,1,10,3.321487029704052,10.238628987278041,1,10,5.7159636090576456,5.083758402126821,1,5,2.9059881890214276,-0.1248367277054756,1,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
7,0.7000000000000001,50.0,0.9756370795457775,0.9740481934291978,115.1573762955829,0.8624933451729836,1.8767119332586586,6.079932007387125,1.123756443646318,10.574878184094224,0,10,2.6537999746980105,12.630770257004134,0,10,4.305583149826832,2.1507055508867325,0,5,1.9823445447695973,-0.05611279094781585,0,1.0,invert,0.1,50,0.1,0.5,0.0,0.375,0.0,0.7142857142857142
0,0.0,100.0,0.9241522522178519,0.9217820100996598,309.1147173471101,0.9247753724742701,0.9532334315570323,5.222035217978744,1.3650888864675395,10.126580808686153,1,10,2.829803588469371,9.676487569998564,1,10,5.632986510133288,5.579720524579612,1,5,2.6409897114475323,1.181009820645337,1,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
1,0.1,100.0,0.9262750000428528,0.923971093794192,306.2761115287619,0.9253407509422364,0.9460690536814002,5.197766900179201,1.3360732815693233,10.141953596090552,1,10,2.8027869521464304,9.79170771913466,1,10,5.65859268477314,5.030995810558988,1,5,2.6021213310025395,1.2183806200962684,1,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
2,0.2,100.0,0.922134637937851,0.9197013453734089,311.74003689742983,0.9277728131168197,0.9152503836701061,4.976281883292108,1.340916136702699,10.330301641490454,1,10,2.906143750361622,9.739747069529622,1,10,5.844735344616989,5.1549351364191285,1,5,2.5847437393109023,0.6898801578197657,1,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
3,0.30000000000000004,100.0,0.9438589840171453,0.942104577267681,279.0285829245221,0.9207839854754789,1.0038115952605149,5.296584526740592,1.0285619725950639,10.682584854010088,0,10,2.2761834226476196,9.639712342211352,1,10,4.624945514175389,5.618535249734498,1,5,2.0834921078666717,0.3834482188395647,1,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
4,0.4,100.0,0.9390469517586224,0.9371421690010794,287.25230280079467,0.9192538039537087,1.0232017900794033,5.387413120970433,1.1153007659710887,10.495328996733711,1,10,2.5961841979425593,10.397284099683432,1,10,5.023579556226224,4.885254320021053,1,5,2.154787113462811,0.19829568658984797,1,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
5,0.5,100.0,0.9487947402525793,0.9471945758854724,269.8261417378496,0.926607830915794,0.9300128360439204,5.087888538936608,0.968883828979866,10.718145335832432,0,10,2.0930661677273577,9.419139765517222,1,10,4.2700416982701945,6.174727497338679,1,5,1.908760097573817,-0.14276498204715704,0,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
6,0.6000000000000001,100.0,0.9651338517513656,0.9640442846185957,231.39355554336944,0.8903848769795776,1.389023825097228,6.4002324921205975,0.7287159996086707,11.154999186722815,0,10,1.8053875184689687,10.307519845657371,1,10,3.681955820828337,4.344679083375108,1,5,1.5332369161358796,-0.3353719227890952,0,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
7,0.7000000000000001,100.0,0.9510258920190789,0.9494954511446752,265.37109110685276,0.9068581283721207,1.1802776408978521,5.553113451950041,0.9928371903863571,10.413634757095132,1,10,2.334210458840804,10.81109440097199,1,10,4.754100881897346,2.902896328116288,1,5,1.9395531624978601,0.4532792238090093,1,1.0,invert,0.1,100,0.1,0.5,0.0,1.0,0.0,0.7142857142857142
0,0.0,20.0,0.590236345999084,0.5134056608739123,112.10929901417205,0.7329381420658394,5.3049509527040435,14.166621838815157,13.698316531760607,7.5734794260068465,1,10,23.06160570497085,14.61987975947742,1,10,45.24188265566164,-3.755173311488182,1,5,22.845381663258912,3.693855108597134,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
1,0.1,20.0,0.7944667553072507,0.7559292719273603,98.30984412785199,0.6783220697041912,6.389851609612182,15.65929402258698,6.494945516125231,9.437589582240612,1,10,9.836071189593873,12.770496899980088,1,10,23.384135684801066,-1.0132592395931317,1,5,12.252606034847098,1.593336504585269,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
2,0.2,20.0,0.5976505851743932,0.522210069894592,111.74410626158982,0.7138829932743173,5.6834648689834095,14.4223494820023,12.33544953367253,8.369006297967637,1,10,20.55435223623343,13.41080943385314,1,10,38.30600614992468,0.8200055806889672,1,5,18.896076035017103,0.6197385116628453,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
3,0.30000000000000004,20.0,0.6845103850082169,0.6253560821972576,106.8802035257396,0.6728140659551765,6.499263301576957,14.854073098188817,9.591926550423548,8.438933714406044,1,10,13.575255816852774,12.050320537476214,1,10,27.41065426993915,4.319957812230562,1,5,14.834175716025454,-0.3708144502841595,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
4,0.4,20.0,0.8920682519329277,0.8718310491703516,85.42766951779531,0.6613626944860432,6.726734811192243,15.444770459723548,4.503547287512564,9.3858758337043,1,10,6.446414921105486,12.916798979672002,1,10,14.962054364449163,2.206065554739782,1,5,8.026614745631047,-0.5852243813005722,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
5,0.5,20.0,0.7446048146630675,0.6967182174123927,102.65393005679738,0.6830683529351536,6.2955708315832055,15.186303516645042,7.2530505314054246,9.793109239511901,1,10,9.01992975906882,9.809747844454906,1,10,25.793327568146715,0.8603206916231017,1,5,13.860684945709949,1.3442804865544673,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
6,0.6000000000000001,20.0,0.9408799636382394,0.9297949568204094,73.38908605139348,0.43089149116435377,11.304844313948957,20.132088129847393,3.5444405682232585,8.19918594382938,0,10,5.670241279232849,16.102494058862145,0,10,11.03355404522315,1.4637090523852647,1,5,6.037011310812721,0.36174530801117566,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
7,0.7000000000000001,20.0,0.9594274205930902,0.9518200619542946,65.85953730493414,0.6861808325969283,6.233744136918799,15.268561665372877,2.520875148832957,10.429542904275698,1,10,2.9028662034992934,10.121880626225519,1,10,9.282964336686232,0.34188464531163376,0,5,4.9936609694275,0.4455569903522618,1,1.0,invert,0.3,20,0.1,0.5,1.0,0.0,0.0,0.7142857142857142
0,0.0,50.0,0.542572975644802,0.5127407784042456,262.87993392506985,0.500043354428851,9.857242695917742,17.954417216346183,7.614630136163914,10.160997516139833,1,10,13.429923848298323,10.660300745583886,1,10,22.569230480864675,0.7748548765957479,1,5,11.787216994909866,2.6376198375327133,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
1,0.1,50.0,0.5664352447403572,0.5381592824408152,260.201123947069,0.5040854933467676,9.777547096954358,18.177540564915397,7.766436618656648,9.205785761645403,1,10,13.72820289388337,12.438718155422134,1,10,22.41195903498448,-1.4495446974964095,1,5,11.623800771633402,3.6426684423373277,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
2,0.2,50.0,0.6974532973580995,0.6777219906640625,242.21084852839786,0.44598606252654305,10.923046802104562,19.189566215290558,3.6161165696079145,12.08850200936567,0,10,5.758354948017107,8.931209867910274,1,10,13.009910726944206,1.1995530804229304,1,5,6.694255435362686,0.5977673544843585,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
3,0.30000000000000004,50.0,0.6652857889223436,0.643456601243366,247.26291912906626,0.4704612895042707,10.440488455307268,17.66086647176623,4.276208241376111,11.330138873156006,1,10,7.06365957651342,9.740787968080708,1,10,13.128694826890781,3.2161250894125746,1,5,7.0228474887199575,0.1935458002831375,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
4,0.4,50.0,0.8017584429003576,0.788829645698207,221.07337942918994,0.5099687083786891,9.661552482389984,16.58944386999302,3.1881682718916196,10.539203286818099,1,10,4.37777435985576,9.948900110670959,1,10,9.721234971320126,0.7619018037293508,1,5,5.441828987355074,1.7191204765038914,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
5,0.5,50.0,0.837420629773489,0.8268176273674122,211.15738154018655,0.4426388150869146,10.989041785205576,18.20069976531701,2.6161377226337663,11.403584886749819,0,10,4.151344176513469,10.920598985143968,1,10,8.52883666680905,1.0022900595265316,1,5,4.58591922947451,0.1613311086519813,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
6,0.6000000000000001,50.0,0.7805922792167814,0.7662830800352671,226.14565268900137,0.47819733016488297,10.28796316941967,18.35371535632826,3.2563969423522963,10.990336155842755,1,10,4.713131126224315,9.87807267634297,1,10,10.590874230023829,0.20151789048698632,1,5,5.917913221939578,2.2490287569955294,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
7,0.7000000000000001,50.0,0.865428343441879,0.8566519310576537,201.70390679015986,0.4377425577784271,11.085577348876873,19.410403838918263,2.2312466702913483,12.055809684665116,0,10,3.105767576700017,9.291967212863332,1,10,7.776999009849257,0.38055996450217133,0,5,4.23630099863049,0.7786950165528881,1,1.0,invert,0.3,50,0.1,0.5,1.0,0.375,0.0,0.7142857142857142
0,0.0,100.0,0.6874398841556086,0.6776723805354714,489.11455745872587,0.6457135444397135,8.62765270585898,17.074002319536106,3.9246990463723535,9.645304445296391,1,10,6.552857780781888,9.933224418026462,1,10,12.35581478041594,3.674233481008635,1,5,7.474916126769326,2.4642505906906536,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
1,0.1,100.0,0.7062333611164636,0.6970531536513531,482.9134460071619,0.6444718847424769,8.657889844418733,17.366108814365923,3.496048968334936,9.869194426638874,1,10,6.052782863580184,10.19047128307481,1,10,11.720990673354834,2.9619970835673755,1,5,6.799120671984836,2.0384166021827568,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
2,0.2,100.0,0.7378255156756851,0.7296325630405502,471.53590060141283,0.6450038971791252,8.644934174037992,17.57040196493392,3.013427462539095,10.039821139737594,1,10,5.048713649727034,9.983255572526707,1,10,10.47008891437264,2.5658190871039785,1,5,6.121561456926843,2.005705299768641,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
3,0.30000000000000004,100.0,0.7782792999732577,0.771350528097422,454.77672350119786,0.6349309704933137,8.89023204476614,17.73531442569771,2.516815578706037,10.299498888682422,1,10,4.128765191597988,9.88734319949769,1,10,8.512804609775031,3.9776678953018774,1,5,5.203709871441987,1.2170751952169088,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
4,0.4,100.0,0.7734678284330059,0.7663886980715373,456.9235725869667,0.6468073448257858,8.60101626601642,17.10622691396448,2.6595017194177615,9.991224418580758,1,10,4.455532091203953,10.433585841939781,1,10,8.990776927449595,2.9978208574522824,1,5,5.239239023080237,1.0495957041750685,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
5,0.5,100.0,0.82809389009179,0.8227218241571584,429.32972083536845,0.5729033250192106,10.400741337215354,20.963629584490374,1.7114601465693724,12.224075652797541,0,10,2.62439820772774,7.943607131440688,0,10,7.264301057904415,3.134467695736756,1,5,4.280664148423718,0.2529303830557854,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
6,0.6000000000000001,100.0,0.8591691107970438,0.8547681455094515,409.3908556416235,0.5821788231305853,10.174862602302284,19.08408901472143,1.8213642923098767,10.432467837728609,1,10,3.2703982794616024,11.575237298611501,1,10,6.501245706079331,2.5217560485691557,1,5,3.8548682670721206,0.4581533853536648,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
7,0.7000000000000001,100.0,0.8633485268709914,0.8590781683357098,406.37824458330084,0.6310948121584454,8.983650919008987,17.540203035185858,1.874813175295344,9.9765355106302,1,10,3.080997559192962,11.14996191426298,1,10,6.435018638299493,2.248307844490654,1,5,3.8364675405661153,0.8060853026909314,1,1.0,invert,0.3,100,0.1,0.5,1.0,1.0,0.0,0.7142857142857142
